Jayadeva
Leccese, F.
Svezia, E.
Campanelli, S.L.
Ludovico, A.D.
Bonserio, C.
Lioi, D.S.
Mancini, I.M.
Serpico, S.B.
Dellepiane, S.
Boni, G.
Moser, G.
Angiati, E.
Rudari, R.
Jalayer, F.
Asprone, D.
Prota, A.
Boella, G.
van der Torre, L.
Giansanti, D.
Maccioni, G.
Cesinaro, S.
Benvenuti, F.
Macellari, V.
Pozzan, A.M.
Portinale, L.
Torasso, P.
Bertolazzi, P.
Felici, G.
Festa, P.
Fiscon, G.
Weitschek, E.
Leo, M.
Cazzato, D.
De Marco, T.
Distante, C.
Szczech, I.
Ritota, M.
Casciani, L.
Failla, S.
Valentini, M.
Alessandri, A.
Baglietto, M.
Battistelli, G.
Marchetti, A.
Leardi, R.
Censi, F.
Calcagnini, G.
Ricci, C.
Ricci, R.P.
Santini, M.
Grammatico, A.
Bartolini, P.
Amato, R.
Ciaramella, A.
Deniskina, N.
Del Mondo, C.
di Bernardo, D.
Donalek, C.
Mangano, G.
Miele, G.
Raiconi, G.
Staiano, A.
Console, Luca
Torasso, Pietro
Cordon, O.
Jose Del Jesus, M.
Marcelloni, F.
Tomei, M.C.
Bertanza, G.
Canato, M.
Heimersson, S.
Laera, G.
Svanström, M.
Lax, G.
Nocera, A.
Ursino, D.
Gobattoni, F.
Pelorosso, R.
Lauro, G.
Leone, A.
Monaco, R.
Ciancarini, P.
Favini, G.P.
Bettocchi, R.
Pinelli, M.
Spina, P.R.
Venturini, M.
Fanizzi, N.
Iannone, L.
Palmisano, I.
Psyllaki, P.P.
Douvika, M.G.
Skentou, A.D.
Vaxevanidis, N.M.
Caramia, C.
Torricelli, D.
Munoz-Gonzalez, A.
Gonzalez-Vargas, J.
Grandas, F.
Pons, J.L.
Lieto, A.
Lebiere, C.
Oltramari, A.
Bertoni, A.
Re, M.
Mannella, F.
Fiore, V.G.
Redgrave, P.
Gurney, K.
Mirolli, M.
Dinç, E.
Baleanu, D.
Ioele, G.
De Luca, M.
Ragno, G.
Marinai, S.
Marino, E.
Soda, G.
Miceli, M.
Manetti, F.
Magnani, M.
Castagnolo, D.
Passalacqua, L.
Corelli, F.
Saddi, M.
Deidda, D.
De Logu, A.
Viroli, M.
Naso, D.
Turchiano, B.
Fiori, S.
Conte, R.
Lekkas, G.P.
Avouris, N.M.
Viras, L.G.
Stebbing, J.
de Bono, S.
Ottaviani, S.
Casalini, G.
Richardson, P.J.
Monteil, V.
Lauschke, V.M.
Mirazimi, A.
Youhanna, S.
Tan, Y.-J.
Baldanti, F.
Sarasini, A.
Terres, J.A.R.
Nickoloff, B.J.
Higgs, R.E.
Rocha, G.
Byers, N.L.
Schlichting, D.E.
Nirula, A.
Cardoso, A.
Corbellino, M.
Elia, G.
Margherita, A.
Passiante, G.
Rundo, L.
Tangherloni, A.
Nobile, M.S.
Militello, C.
Besozzi, D.
Cazzaniga, P.
Cruz, A.
Ampatzidis, Y.
Pierro, R.
Materazzi, A.
Panattoni, A.
De Bellis, L.
Luvisi, A.
Samà, M.
Beiró, M.G.
Panisson, A.
Tizzoni, M.
Cattuto, C.
Jamshidi, P.
Pahl, C.
Mendonca, N.C.
Rizzi, J.
Furlan, E.
Guarino, N.
Guizzardi, G.
Kontschieder, P.
Bulò, S.R.
Foti, V.D.
Semeraro, F.
Parrinello, G.
Cancarini, A.
Zarra, E.
Cimino, A.
Cancarini, G.
Valentini, U.
Costagliola, C.
Gemelli, A.
Mancini Adriano, A.
Longhi, S.
Ferrari, S.
Borghese, N.A.
Guarneri, P.
Rocca, G.
Gobbi, M.
Giordano, V.
Ballal, P.
Lewis, F.
Zhang, J.B.
Crisci, G.M.
Di Gregorio, S.
Rongo, R.
Spataro, W.
van Heijst, G.
Schreiber, G.
Bossi, A.
Cocco, N.
Dulli, S.
Hooftman, D.A.P.
Marzo, A.
Prato, C.
Sciandrello, S.
Signorello, G.
Bullock, J.M.
Athanasiadis, I.N.
Guido, R.
Falcini, F.
Costanza, A.M.
Behl, M.
Smarra, F.
Mangharam, R.
Canfora, G.
De Lucia, A.
Di Penta, M.
Oliveto, R.
Panichella, A.
Panichella, S.
Jeliazkova, N.
Chomenidis, C.
Doganis, P.
Fadeel, B.
Grafström, R.
Hardy, B.
Hastings, J.
Hegi, M.
Jeliazkov, V.
Kochev, N.
Kohonen, P.
Sarimveis, H.
Smeets, B.
Sopasakis, P.
Tsiliki, G.
Vorgrimmler, D.
Willighagen, E.
Mellino, S.
Ripa, M.
Zucaro, A.
Ulgiati, S.
De Falco, I.
Della Cioppa, A.
Maisto, D.
Scafuri, U.
Tarantino, E.
Galvanin, F.
Barolo, M.
Macchietto, S.
Bezzo, F.
Lavagnolo, M.C.
Caputo, A.C.
Pelagagge, P.M.
Ferrazzi, F.
Bellazz, R.
Sonego, P.
Pacurar, M.
Kertész-Farkas, A.
Kocsor, A.
Gáspári, Z.
Leunissen, J.A.M.
Pongor, S.
Zaia, A.
Eleonori, R.
Maponi, P.
Rossi, R.
Murri, R.
Bosurgi, G.
Trifirò, F.
Caprara, A.
Lamma, E.
Toth, P.
Vigo, D.
Biasucci, G.
Trojan, S.
Luotti, D.
Fiori, L.
Spinelli, F.R.
Conti, F.
Gadina, M.
Cabitza, F.
Fogli, D.
Lanzilotti, R.
Piccinno, A.
Mariani, G.
Park, E.
D'Angelo, G.
Ficco, M.
Grimaudo, L.
Keralapura, R.
Mastrocinque, E.
Lambiase, A.
Manna, C.
Pappalardo, S.
Stöttinger, J.
Hanbury, A.
Guraliuc, A.R.
Barsocchi, P.
Potortì, F.
Nepa, P.
Capriotti, M.
Rossini, P.
D'Ambrosio, D.
Vittoria Avolio, M.
Trunfio, G.A.
Di Gesú, V.
Giancarlo, R.
Lo Bosco, G.
Raimondi, A.
Scaturro, D.
Snodgrass, R.T.
Picardi, C.
Ribaudo, M.
Bellavista, P.
Corradi, A.
Stefanelli, C.
Boškoski, I.
Tacchino, F.
Macchiavello, C.
Gerace, D.
Bajoni, D.
Ferroni, P.
Zanzotto, F.M.
Riondino, S.
Scarpato, N.
Guadagni, F.
Roselli, M.
Shafiq, M.
Chaudhry, H.N.
Capannini, G.
Lucchese, C.
Nardini, F.M.
Orlando, S.
Tonellotto, N.
Delellis, P.
Polverino, G.
Ustuner, G.
Abaid, N.
Macrì, S.
Bollt, E.M.
Porfiri, M.
Portoghese, I.
D'Agostino, D.
Scardigno, A.
Apollonio, C.
Stojanova, D.
Dzeroski, S.
Pratissoli, S.
Cervellera, C.
Poli, R.
Jacoboni, I.
Martelli, P.L.
Compiani, M.
Cremonini, M.
Montanari, R.
Siviero, C.
Popkova, E.G.
Sergi, B.S.
Scala, P.
Paccanaro, A.
Caniza, H.
Romero, A.E.
Simonov, M.
Zich, R.E.
Borgs, C.
Chayes, J.
Zecchina, R.
Luigi Gentili, P.
Mallozzi, L.
Scalzo, V.
Tijs, S.
Paoletti, M.
Camiciottoli, G.
Meoni, E.
Bigazzi, F.
Cestelli, L.
Pistolesi, M.
Marchesi, C.
Trasforini, E.
Battiato, S.
Impoco, G.
Stanco, F.
Foresti, G.L.
Dolso, T.
Pace, S.
Valluri, A.
Avesani, P.
Perini, A.
Pernici, B.
Giusti, F.
Santochi, M.
Dini, G.
Romeo, V.
Cuocolo, R.
Stanzione, A.
Sarno, L.
Improta, G.
Mainenti, P.P.
D'Armiento, M.
Maurea, S.
Mazuelas, S.
Conti, A.
Allen, J.C.
Win, M.Z.
Peleg, M.
Shahar, Y.
Broens, T.
Budasu, R.
Fung, N.
Fux, A.
García-Sáez, G.
Goldstein, A.
González-Ferrer, A.
Hermens, H.
Hernando, M.E.
Jones, V.
Klebanov, G.
Klimov, D.
Knoppel, D.
Larburu, N.
Marcos, C.
Martínez-Sarriegui, I.
Napolitano, C.
Pallàs, À.
Palomares, A.
Parimbelli, E.
Pons, B.
Rigla, M.
Shalom, E.
Soffer, P.
van Schooten, B.
Ceron, A.
Curini, L.
Iacus, S.M.
Diamantini, C.
Genga, L.
Potena, D.
Lazzaroni, M.
Cristaldi, L.
Faifer, M.
Gentili, P.L.
Bruno, D.
Malekzadeh, M.S.
Caldwell, D.G.
Badesa, F.J.
Garcia-Aracil, N.
Sabater, J.M.
Casals, A.
Zollo, L.
Collan, M.
Fedrizzi, M.
Luukka, P.
Marturana, F.
Tacconi, S.
D'Alessandro, M.
Scioscia, F.
Di Sciascio, E.
Loseto, G.
Caschera, F.
Buchanan, A.
Cawse, J.
de Lucrezia, D.
Gazzola, G.
Marrocco, C.
D'Elia, C.
Tortorella, F.
Massari, N.
Gottardi, M.
Gonzo, L.
Stoppa, D.
Simoni, A.
Lamperti, -G.
Bertolino, A.
Cortés, U.
Vázquez-Salceda, J.
Urdiales, C.
Cañamero, L.
López, M.
Sànchez-Marrè, M.
Gumaei, A.
Alsanad, A.
Caruso, L.
De Santis, R.
Vignali, G.
Bogataj, D.
Bogataj, M.
Hudoklin, D.
Thuruthel, T.G.
Falotico, E.
Renda, F.
Połap, D.
Woźniak, M.
Napoli, C.
Tramontana, E.
Carminati, M.
Caron, R.
Maggi, F.
Epifani, I.
Zanero, S.
Balahur, A.
Perea-Ortega, J.M.
Savojardo, C.
Alhamdoosh, M.
Pierleoni, A.
Gagliardi, F.
De Martino, F.
de Borst, A.W.
Valente, G.
Formisano, E.
Murphy, B.
Bovolo, F.
Lakany, H.
Giustolisi, O.
Kuflik, T.
Prodorutti, D.
Frizzi, A.
Gafni, Y.
Pertot, I.
Craciun, M.V.
König, C.
Bagnara, R.
Hill, P.M.
Zaffanella, E.
Lwin, K.T.
Hajializadeh, D.
Chaipimonplin, T.
Sarhan, A.
Salamone, F.
Belussi, L.
Currò, C.
Danza, L.
Ghellere, M.
Guazzi, G.
Lenzi, B.
Megale, V.
Meroni, I.
Rota Buló, S.
Pillai, I.
Diligenti, M.
Saccà, C.
Riverso, S.
Boem, F.
Ferrari-Trecate, G.
Parisini, T.
Russo, T.
D'Andrea, L.
Parisi, A.
Martinelli, M.
Belardinelli, A.
Boccoli, F.
Cignini, I.
Tordoni, M.
Cataudella, S.
Amendola, S.
Bianchi, L.
Marrocco, G.
Albanese, M.
Molinaro, C.
Persia, F.
Guerra, F.
Interlandi, M.
Trillo-Lado, R.
Velegrakis, Y.
Cerreta, M.
De Toro, P.
Zubaryeva, A.
Zaccarelli, N.
Barbone, E.
Mercier, A.
Calabrese, F.
Corallo, A.
Zizzari, A.A.
Von Grotthuss, M.
Spieser, S.A.H.
Rychewski, L.
Wyrwicz, L.S.
Ginalski, K.
Sanguineti, M.
Serra, M.
Venini, P.
Metcalfe, G.
Olivetti, N.
Gabbay, D.
Stock, O.
Strapparava, C.
Maiocchi, R.
Barbic, F.
Zahmatkesh, H.
Trinchero, R.
Manfredi, P.
Stievano, I.S.
Canavero, F.G.
Caivano, D.
Cassano, F.
Vettoretti, M.
Cappon, G.
Acciaroli, G.
Facchinetti, A.
Sparacino, G.
Leow, W.R.
Cai, P.
Aravkin, A.
Burke, J.V.
Lombardi, M.
Bartolini, A.
McAlea, E.
Murphy, F.
Mullins, M.
van Harmelen, T.
Ligthart, T.
Pasolli, L.
Notarnicola, C.
Bertoldi, G.
Remelgado, R.
Greifeneder, F.
Niedrist, G.
Della Chiesa, S.
Tappeiner, U.
Zebisch, M.
Baldoni, R.
Montanari, L.
Rizzuto, M.
Ferilli, S.
Labati, R.D.
Genovese, A.
Luciani, D.
Stella, F.
Ghigliotti, V.
Mimet, A.
Kubassova, O.
Boesen, M.
Cimmino, M.A.
Bliddal, H.
Casari, P.
Castellani, A.P.
Cenedese, A.
Rossi, M.
Schenato, L.
Basile, T.M.A.
Biba, M.
Guglielmi, G.
Stoppino, L.P.
Placentino, M.G.
D'Errico, F.
Destrero, A.
De Mol, C.
Catalano, C.E.
Giannini, F.
Monti, M.
Ucelli, G.
Cialdea Mayer, M.
Limongelli, C.
Orlandini, A.
Poggioni, V.
Nanetti, A.
Riguzzi, F.
Storari, S.
Valastro, G.
Soller, A.
Calcagno, C.
Moggi, E.
Taha, W.
Proverbio, F.
Papakonstantinou, G.K.
Dimanzo, M.
Caiazzo, F.
Trifirò, G.
Sultana, J.
Bate, A.
Broxvall, M.
Chessa, S.
Coleman, S.
Di Rocco, M.
Dragone, M.
Lozano, H.
Renteria, A.
Swords, D.
Vance, P.
Fagiani, M.
Squartini, S.
Gabrielli, L.
Gabbrielli, M.
Mauro, J.
Sree, S.V.
Rama Krishnan, M.M.
Zieleznik, W.
Bardales, R.H.
Witkowska, A.
Keramitsoglou, I.
Kiranoudis, C.T.
Maiheu, B.
De Ridder, K.
Daglis, I.A.
Manunta, P.
Paganini, M.
Giupponi, C.
Sgobbi, A.
Di Nola, A.
Lettieri, A.
Solis, J.
Marcheschi, S.
Frisoli, A.
Avizzano, C.A.
Peron, A.
Ferrentino, P.
Miele, V.
Grassi, R.
Torres Vega, M.
De Turck, F.
Pucci, D.
Wykowska, A.
Roncone, A.
Pattacini, U.
Fadiga, L.
Anselmi, F.
Leibo, J.Z.
Tacchetti, A.
Poggio, T.
Dessi, A.
Cesta, A.
Cortellessa, G.
De Benedictis, R.
Scozzafava, R.
Vantaggi, B.
Bruneo, D.
Scarpa, M.
Bobbio, A.
Cerotti, D.
Gribaudo, M.
Zappasodi, F.
Porcaro, C.
Arpaia, P.
Montenero, G.
D'Addio, G.
Correndo, G.
Castellaro, C.
Favaro, G.
Castellaro, A.
Casagrande, A.
Castellaro, S.
Puthenparampil, D.V.
Fattorello Salimbeni, C.
Buttazzo, G.
Van Liedekerke, M.H.
Mikhaylov, A.
Pimashkin, A.
Pigareva, Y.
Gerasimova, S.
Gryaznov, E.
Shchanikov, S.
Zuev, A.
Talanov, M.
Lavrov, I.
Demin, V.
Erokhin, V.
Lobov, S.
Mukhina, I.
Kazantsev, V.
Spagnolo, B.
Guzinski, R.
Nieto, H.
Giuffrida, M.V.
Doerner, P.
Betta, G.
Verde, L.
Banfi, J.
Russo, G.
Garufi, A.
Vitabile, S.
Pirovano, M.
Mainetti, R.
Baud-Bovy, G.
Brillante, L.
Gaiotti, F.
Lovat, L.
Vincenzi, S.
Giacosa, S.
Torchio, F.
Segade, S.R.
Rolle, L.
Tomasi, D.
Bosetti, P.
Da Lio, M.
Saroldi, A.
Ñanculef, R.
Frandi, E.
Sartori, C.
Allende, H.
Fornaciari, T.
Di Nuovo, A.G.
Marocco, D.
Di Nuovo, S.
Pelagotti, A.
Paturzo, M.
Locatelli, M.
Geltrude, A.
Meucci, R.
Finizio, A.
Torsello, M.A.
Dehmer, M.M.
Barbarini, N.N.
Varmuza, K.K.
Graber, A.A.
Khadra, R.
Lamaddalena, N.
Ballarò, B.
Florena, A.M.
Franco, V.
Tripodo, C.
Valenti, C.
Nicolini, C.
Malvezzi, A.M.
Tomaselli, A.
Sposito, D.
Tropiano, G.
Borgogno, E.
Cucchiara, Rita
Piccardi, Massimo
Mello, Paola
Pizzutilo, S.
Bergadano, F.
Gunetti, D.
Caiti, A.
Canepa, G.
Germagnoli, F.
Cocozza, S.
Persico, F.
Fusco, F.
Longo, N.
Imbriaco, M.
Schiavo, M.
Borelli, E.
Paolini, G.
Antoniazzi, F.
Barbiroli, M.
Benassi, F.
Chesani, F.
Fantini, M.
Fuschini, F.
Galassi, A.
Giacobone, G.A.
Imbesi, S.
Licciardello, M.
Loreti, D.
Marchi, M.
Masotti, D.
Mincolelli, G.
Raffaelli, C.
Roffia, L.
Cinotti, T.S.
Tacconi, C.
Tamburini, P.
Zoli, M.
Costanzo, A.
Lemayian, J.P.
Alturjman, S.
Ruberto, C.D.
Loddo, A.
Putzu, L.
Modongo, C.
Magazi, B.T.
Zetola, N.M.
Sirugo, G.
D'Avanzo, E.
Pilato, G.
Preda, M.D.
Giallorenzo, S.
Grasso, M.
Colosimo, B.M.
Pacella, M.
Tolu, S.
Vanegas, M.
Garrido, J.A.
Luque, N.R.
Reyes-Herrera, P.H.
Ficarra, E.
Acquaviva, A.
Macii, E.
Amato, F.
Casola, V.
Gaglione, A.
Mazzeo, A.
Ciarlini, P.
Maniscalco, U.
Iorio, F.
Niu, R.
Varshney, P.K.
Marcassa, C.
Campini, R.
Verna, E.
Ceriani, L.
Giannuzzi, P.
Callaway, C.
Novello, A.
Rocchi, C.
Vlahoviček, K.
Kaján, L.
Ágoston, V.
Minutolo, F.M.C.
Hu, S.J.
De Meer, H.
La Corte, A.
Mecocci, A.
Arana-Jiménez, M.
Müller, A.T.
Scalco, E.
Sanguineti, G.
Farneti, A.
Cattaneo, G.M.
Di Felice, M.
Liu, X.Y.
Alfi, S.
Bruni, S.
Bianchi, G.
Fiannaca, A.
La Rosa, M.
La Paglia, L.
Rizzo, R.
Augeri, M.G.
Cozzo, P.
Caccin, M.
Coronato, A.
Paragliola, G.
Basciani, F.
di Ruscio, D.
Iovino, L.
Pierantonio, A.
Jacucci, G.
Spagnolli, A.
Freeman, J.
Gamberini, L.
Manzini, R.
Accorsi, R.
Pinna, L.
Seminara, L.
De Prisco, R.
Fiore, U.
Capriglione, D.
Corvino, M.
Liguori, C.
Paolillo, A.
Chávez-Ramírez, A.U.
Vallejo-Becerra, V.
Cruz, J.C.
Ornelas, R.
Orozco, G.
Muñoz-Guerrero, R.
Arriaga, L.G.
Quattrone, G.
Bou, F.
Rivieccio, U.
Cerveri, P.
Marchente, M.
Bartels, W.
Corten, K.
Simon, J.-P.
Manzotti, A.
Endress, A.D.
Mehler, J.
Cosentino, C.
Curatola, W.
Montefusco, F.
Bansal, M.
Apolloni, B.
Malchiodi, D.
Orovas, C.
Palmas, G.
Taylor, J.G.
Giacomini, M.
Ruggiero, C.
Calegari, L.
Bertone, S.
Oddi, A.
Stein, L.A.
Villafiorita, A.
Dragoni, M.
Federici, M.
Rexha, A.
Larbi, M.
Torun, H.M.
Swaminathan, M.
Hassannejad, H.
Matrella, G.
Ciampolini, P.
De Munari, I.
Mordonini, M.
Cagnoni, S.
Salvati, D.
Drioli, C.
Cappello, C.
Zonta, D.
Glisic, B.
d’Avila Garcez, A.S.
Fanti, M.P.
Iacobellis, G.
Ukovich, W.
Boschian, V.
Stylios, C.
Leotta, M.
Candia, J.
Maunu, R.
Driscoll, M.
Biancotto, A.
Dagur, P.
McCoy Jr., J.P.
Sen, H.N.
Maritan, A.
Nussenblatt, R.B.
Banavar, J.R.
Losert, W.
Menin, D.
Schiavio, A.
Gneo, M.
Conforto, S.
D'Alessio, T.
Rossi, D.
Rasi, S.
Di Rocco, A.
Forconi, F.
Gloghini, A.
Bruscaggin, A.
Franceschetti, S.
Fangazio, M.
De Paoli, L.
Bruna, R.
Capello, D.
Chiappella, A.
Bodoni, C.L.
Giachelia, M.
Tisi, M.C.
Pogliani, E.M.
Lauria, F.
Ladetto, M.
Hohaus, S.
Martelli, M.
Vitolo, U.
Foá, R.
Gaidano, G.
Roebroeck, A.
Martinelli, G.
Mereghetti, P.
Ganadu, M.
Papaleo, E.
Fantucci, P.
De Gioia, L.
Checchi, N.
Giusti, E.
Martella, F.
Benini, L.
Zuccheri, G.
Becchetti, L.
Flesca, S.
Zumpano, E.
Benfante, L.
Orio, N.
Sittig, D.F.
Pace, N.L.
Morris, A.H.
Beck, E.
Aiello, L.
Cecchi, C.
Sartini, D.
Belfiore, M.P.
Urraro, F.
Giacobbe, G.
Patelli, G.
Cappabianca, S.
Balugani, E.
Arcidiacono, S.G.
Boselli, R.
Cesarini, M.
Mercorio, F.
Mezzanzanica, M.
Duque, J.C.
Patino, J.E.
Betancourt, A.
Teso, S.
Sebastiani, R.
Mazzucchelli, A.
Gregorio, A.D.
Bogomolov, A.
Lepri, B.
Larcher, R.
Antonelli, F.
Pentland, A.
Kavasidis, I.
Spampinato, C.
Mannina, G.
David Nuñez-Gonzalez, J.
Pinello, L.
Yuan, G.-C.
Ventura, D.
Casado-Mansilla, D.
López-de-Armentia, J.
Garaizar, P.
López-de-Ipiña, D.
Catania, V.
Patanè, L.
Nori, F.
Capozzi, D.
Minutolo, A.
Savio, E.
Fulginei, F.R.
Salvini, A.
Pulcini, G.
Brighenti, C.
Sanz-Bobi, M.Á.
Emiliani, P.L.
Stephanidis, C.
Vanderheiden, G.
Beraldi, P.
Violi, A.
De Simone, F.
Flaounas, I.
Turchi, M.
Ali, O.
Fyson, N.
de Bie, T.
Mosdell, N.
Lewis, J.
Cristianini, N.
Paoli, A.
Cenci, L.
Fancelli, M.
Parmagnani, A.
Fratter, A.
Cucchi, A.
Bianco, A.
Ravelli, F.
Roselli, T.
Casali, D.
Costantini, G.
Bernardini, F.
Manca, V.
Contin, A.
Cavallini, A.
Montanari, G.C.
Pasini, G.
Puletti, F.
Martelli, A.
Straforini, M.
Rosati, S.
Balestra, G.
Knaflitz, M.
Fornacciari, P.
Poggi, A.
Sani, L.
Tomaiuolo, M.
Coscia, P.
Braca, P.
Millefiori, L.M.
Palmieri, F.A.N.
Rescio, G.
Siciliano, P.
Niccolai, A.
Alfeo, A.L.
Cimino, M.G.C.A.
La Rosa, D.
Palumbo, F.
Vaglini, G.
Santini, F.
Landa, P.
Sonnessa, M.
Tànfani, E.
Testi, A.
Parente, M.
Park, N.
Pierazzi, F.
Serra, E.
Kůrková, V.
Tsiouris, K.M.
Miljkovic, D.
Seljak, B.K.
Arredondo, M.T.
Antonini, A.
Konitsiotis, S.
Cascio, D.
Taormina, V.
Cipolla, M.
Bruno, S.
Fauci, F.
Raso, G.
Amendola, G.
Dodaro, C.
Laschi, A.
Montorselli, N.B.
Marchi, E.
Magrassi, F.
Borghi, A.D.
Strazza, C.
Szantoi, Z.
Escobedo, F.J.
Abd-Elrahman, A.
Pearlstine, L.
Dewitt, B.
Aiello, M.
Mongelli, M.
Papaleo, G.
Melioli, G.
Spenser, C.
Reggiardo, G.
Passalacqua, G.
Compalati, E.
Rogkakou, A.
Riccio, A.M.
Di Leo, E.
Nettis, E.
Canonica, G.W.
Laudani, A.
Riganti Fulginei, F.
Agliari, E.
Barra, A.
De Antoni, A.
Galluzzi, A.
Di Lecce, V.
Murace, R.
Dragonetti, E.
Manganaro, M.
Guerra, O.
Rampinelli, C.
De Fiori, E.
Raimondi, S.
Veronesi, G.
Bellomi, M.
Macaluso, I.
Cacciola, M.
Calcagno, S.
Versaci, M.
Susini, R.
Perri, S.
Catalano, G.
Horsfield, M.A.
Bakshi, R.
Rovaris, M.
Rocca, M.A.
Dandamudi, V.S.R.
Valsasina, P.
Judica, E.
Lucchini, F.
Guttmann, C.R.G.
Sormani, M.P.
Genovesi, S.
Monorchio, A.
Mittra, R.
Manara, G.
Catana, C.
Stouten, P.F.W.
Magnani, L.
Bigi, R.
Gregori, D.
Cortigiani, L.
Desideri, A.
Chiarotto, F.A.
Toffolo, G.M.
Campa, S.
Ciullo, P.
Coppola, M.
Magini, S.
Pesciullesi, P.
Potiti, L.
Ravazzolo, R.
Torquati, M.
Vanneschi, M.
Zoccolo, C.
Gomeni, R.
Bani, M.
D'Angeli, C.
Corsi, M.
Bye, A.
Fantozzi, F.
Desideri, U.
Beltrametti, L.
Fiorentini, R.
Tamborini, R.
Casciati, F.
D'Altan, P.
Meyer, J.-J.Ch.
Wieringa, R.J.
Presedo, J.
Vila, J.
Barro, S.
Palacios, F.
Ruiz, R.
Taddei, A.
Emdin, M.
Sangiorgio, V.
Uva, G.
Fatiguso, F.
Masci, C.
Johnes, G.
Agasisti, T.
D’Aniello, G.
Gaeta, A.
Tomasiello, S.
Impedovo, D.
Pirlo, G.
Vessio, G.
Pasi, G.
Palomeras, N.
Carrera, A.
Hurtós, N.
Karras, G.C.
Bechlioulis, C.P.
Cashmore, M.
Magazzeni, D.
Fox, M.
Kyriakopoulos, K.J.
Kormushev, P.
Salvi, J.
Manfrè, A.
Infantino, I.
Vella, F.
Limongelli, I.
Wózniak, M.
Todeschini, R.
Ballabio, D.
Cassotti, M.
Consonni, V.
Tondini, N.
Bursi, O.S.
Bonelli, A.
Fassin, M.
Bozzon, A.
Mauri, A.
Volonterio, R.
Reforgiato Recupero, D.
Russo, M.
Leotta, G.
Pugliatti, P.M.
Gigliucci, G.
Pantano, E.
Corvello, V.
Lambiase, F.
Cococcioni, M.
Corucci, L.
Masini, A.
Nardelli, F.
Vanneschi, L.
Codecasa, D.
Maffessanti, F.
Lang, R.M.
Mor-Avi, V.
Monte, L.
Brittain, J.E.
Gallego, E.
Håkanson, L.
Jiménez, A.
Lucchese, L.
Leorin, S.
Cortelazzo, G.M.
Başar, T.
Tempo, R.
Marseguerra, M.
Cadini, F.
Nesti, E.
Andriulli, A.
Festa, V.
Intraligi, N.M.
Dominici, P.
Cerutti, R.
Perri, F.
Lupo, S.
Casu, N.
Chessa, B.
Pomarico, G.
Assenza, G.
Iannuziello, D.
Fuggi, G.
Castagnoli, P.
Dante, G.
Bellentani, S.
Vitale, L.
Bigazzi, U.
Giudici, G.
Minoli, G.
Luisi, T.
Di Ciommo, V.
Montanaro, F.
Gaetano, B.
Maurano, A.
Pietropaolo, F.
Dambruoso, V.
Tomarelli, L.
Curto, R.
Di Franco, C.
Barresi, L.
Marzio, L.
Grossi, R.
Sbolli, G.
Marmo, R.
Suriani, R.
Mazzucca, L.
D'Anna, L.
Grassi, A.
Monaco, S.
Scarpulla, G.
Clemente, R.
Quitadamo, M.
Carrato, A.
Ghione, S.
Cassine, D.
Longhini, A.
Borelli, P.
Cortelezzi, C.
Spadaccini, A.
Biandrate, F.
Belluardo, N.
Gentili, G.L.
Marinilli, M.
Micarelli, A.
Sciarrone, F.
Bonarini, A.
Khakee, A.
Barbanente, A.
Borri, D.
Cervesato, I.
Gaspari, M.
Silvestri, R.
Cutello, V.
Bianconi, F.
Filippucci, M.
Buffi, A.
Codari, M.
Schiaffino, S.
Sardanelli, F.
Trimboli, R.M.
Scardapane, S.
Van Vaerenbergh, S.
Totaro, S.
Uncini, A.
Dellino, G.
Laudadio, T.
Mastronardi, N.
Meloni, C.
Iuliano, E.
Mazzeo, G.M.
Masciari, E.
Zaniolo, C.
Barla Cambazoglu, B.
Gullo, F.
Mantrach, A.
Silvestri, F.
Epicoco, N.
Falagario, M.
Andreu, Y.
Chiarugi, F.
Colantonio, S.
Giannakakis, G.
Giorgi, D.
Henriquez, P.
Kazantzaki, E.
Manousos, D.
Marias, K.
Matuszewski, B.J.
Pascali, M.A.
Pediaditis, M.
Raccichini, G.
Tsiknakis, M.
Casals, M.
Gangolells, M.
Forcada, N.
Macarulla, M.
Giretti, A.
Vaccarini, M.
Munoz, E.
Cadenas, J.M.
Ong, Y.S.
Augello, A.
Terribile, F.
Agrillo, A.
Bonfante, A.
Buscemi, G.
Colandrea, M.
D'Antonio, A.
De Mascellis, R.
De Michele, C.
Langella, G.
Manna, P.
Marotta, L.
Mileti, F.A.
Minieri, L.
Orefice, N.
Valentini, S.
Vingiani, S.
Basile, A.
Pierro, M.
Bucci, F.
Cornaro, C.
Maggioni, E.
Perotto, A.
Pravettoni, M.
Spada, F.
Digiesi, S.
Facchini, F.
Mossa, G.
Mummolo, G.
Verriello, R.
Saggese, A.
Vizzari, M.
Modica, G.
Barbieri, N.
Manco, G.
Ritacco, E.
Carnuccio, M.
Bevacqua, A.
Grigolato, S.
Cavalli, R.
Sirianni, M.
Minin, L.
Tesauri, F.
Breda, M.
Jefferson, T.
Bert, A.
Dmitriev, I.
Agliozzo, S.
Pietrosemoli, N.
Mandelkern, M.
Gallo, T.
Regge, D.
Zaccaria, R.
Starita, A.
Giardini, F.
Tosto, G.D.
Angiulli, F.
Cristoforetti, A.
Masè, M.
Centonze, M.
Greco, M.D.
Antolini, R.
Dal Moro, F.
Abate, A.
Lanckriet, G.R.G.
Arandjelovic, G.
Gasparella, P.
Bassi, P.
Pagano, F.
Torre, I.
Lombardi, I.
Gioria, S.
